TARGET_FLAG,KIDSDRIV,AGE,HOMEKIDS,INCOME,MSTATUS,SEX,EDUCATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,URBANCITY,NEW_CAR,H_RENTER,JOB_COLOR
1,1,37,1,74246,Yes,F,Bachelors,40,Commercial,11940,10,Minivan,5326,2,No,2,Urban,0,0,Blue
0,0,41,1,178019,Yes,M,Bachelors,28,Commercial,26740,17,Panel Truck,0,0,No,0,Urban,0,0,Blue
0,0,26,1,21276,Yes,F,Bachelors,17,Private,13420,1,Minivan,0,0,No,0,Urban,0,1,Blue
0,0,43,0,29922,No,M,High School,40,Private,12140,4,Pickup,0,0,No,1,Urban,1,1,White
1,0,34,1,113195,No,F,PhD,57,Private,4900,10,Sports Car,0,0,No,0,Urban,0,0,White
0,0,42,0,47836,Yes,F,Bachelors,34,Private,6280,1,SUV,8273,3,No,3,Urban,0,0,White
1,0,54,0,80227,Yes,F,Masters,23,Private,14920,1,SUV,0,0,No,2,Urban,0,0,White
0,0,46,0,76216,No,F,Masters,56,Commercial,29700,20,Pickup,35098,1,No,1,Urban,0,1,Blue
1,1,44,1,0,Yes,F,High School,39,Private,5900,6,SUV,0,0,Yes,3,Urban,1,0,Blue
0,0,51,0,27030,Yes,M,High School,30,Private,16570,6,Van,43297,1,No,1,Urban,1,0,White
0,1,58,1,72957,Yes,F,PhD,32,Commercial,26790,4,Pickup,0,0,No,0,Rural,0,0,Blue
0,0,56,0,160200,Yes,M,Masters,38,Private,11420,1,Minivan,0,0,No,1,Rural,0,0,White
1,0,40,0,53899,Yes,F,High School,16,Commercial,14080,7,SUV,0,0,Yes,1,Urban,1,1,Blue
0,0,54,0,88233,Yes,M,Masters,27,Private,20610,6,Van,0,0,Yes,0,Urban,0,0,White
1,0,38,0,26006,No,M,High School,42,Commercial,5300,1,Pickup,8342,1,No,0,Urban,0,1,White
1,0,33,1,30863,No,M,<High School,39,Commercial,4900,10,Pickup,0,0,No,1,Rural,0,0,Blue
0,0,52,0,69741,Yes,F,Masters,21,Private,28700,7,Minivan,0,0,No,0,Urban,0,1,White
0,0,57,1,119961,Yes,M,Bachelors,25,Commercial,17120,4,Pickup,0,0,No,0,Urban,0,0,Blue
0,0,33,1,113498,Yes,F,Bachelors,28,Commercial,16150,1,SUV,6974,3,No,5,Urban,0,0,Blue
0,0,60,1,112980,No,M,Bachelors,14,Commercial,27780,6,Minivan,0,0,No,1,Urban,1,1,Blue
0,0,47,0,71660,Yes,F,Masters,22,Private,13610,1,Minivan,0,0,No,0,Urban,0,0,White
0,0,52,0,125625,Yes,F,Bachelors,15,Private,20120,1,Minivan,0,0,No,4,Urban,0,0,White
0,0,36,0,53185,No,M,High School,48,Commercial,18700,3,Van,0,0,No,3,Urban,0,1,Blue
0,0,46,0,43197,No,M,High School,36,Private,14620,11,Minivan,0,0,No,0,Urban,0,1,White
0,0,43,0,26036,No,F,High School,52,Private,8400,10,SUV,0,0,No,1,Rural,1,0,White
1,1,44,1,20638,No,F,<High School,19,Private,3560,6,SUV,0,0,No,0,Urban,0,1,White
0,0,60,0,38504,No,F,Bachelors,49,Private,8690,9,SUV,0,0,No,3,Urban,0,1,White
0,0,54,0,52027,Yes,M,<High School,31,Commercial,6900,7,Pickup,0,0,No,0,Rural,0,0,Blue
1,0,39,1,9968,No,F,Bachelors,44,Private,5500,4,SUV,0,0,No,4,Rural,0,1,Blue
0,0,46,0,35214,Yes,M,Bachelors,35,Private,12230,7,Pickup,0,0,No,0,Rural,0,0,White
0,0,48,0,88552,No,M,Bachelors,16,Private,15160,1,Minivan,0,0,No,1,Urban,0,1,White
0,1,40,1,28868,Yes,M,High School,11,Private,9060,7,Pickup,36486,2,Yes,6,Urban,1,0,White
0,1,45,1,0,No,M,Bachelors,66,Commercial,24070,10,Panel Truck,0,0,No,1,Rural,0,1,Blue
0,0,50,0,29139,Yes,M,Bachelors,25,Private,9410,12,Pickup,0,0,No,0,Rural,1,0,White
0,0,46,0,181918,Yes,F,PhD,42,Private,28030,4,Minivan,0,0,No,0,Urban,0,0,White
0,0,29,1,59254,Yes,M,Bachelors,50,Commercial,10130,1,Pickup,6399,1,No,5,Urban,0,1,White
0,0,46,0,75983,Yes,M,Masters,21,Commercial,17510,6,Van,30343,1,Yes,5,Urban,0,0,White
0,0,42,1,75856,No,M,Bachelors,44,Commercial,14900,4,Minivan,0,0,No,0,Rural,0,0,Blue
0,0,46,0,56388,Yes,M,High School,35,Private,7140,6,Minivan,0,0,No,0,Urban,1,0,Blue
0,0,34,1,27908,Yes,M,<High School,32,Private,1500,1,Minivan,0,0,No,1,Urban,0,0,White
0,0,58,0,36927,No,M,High School,29,Commercial,30410,7,Panel Truck,0,0,No,0,Rural,0,1,White
0,0,38,1,30592,Yes,F,High School,26,Commercial,14660,10,Minivan,0,0,No,0,Urban,1,0,Blue
0,0,44,0,23276,Yes,F,High School,18,Commercial,16000,6,Pickup,0,0,No,1,Rural,1,0,White
0,0,49,0,64446,Yes,M,Bachelors,19,Private,14690,1,Minivan,0,0,No,1,Rural,0,0,White
1,1,42,1,4480,No,F,High School,50,Private,1950,1,SUV,30089,1,Yes,4,Urban,1,1,Blue
0,0,39,1,0,Yes,F,<High School,32,Private,9030,7,SUV,0,0,Yes,1,Rural,1,1,Blue
0,0,46,0,31834,No,F,<High School,68,Private,28190,6,SUV,0,0,No,0,Urban,1,1,White
0,0,50,0,26137,Yes,F,High School,31,Commercial,23980,4,Pickup,0,0,No,2,Rural,0,0,White
0,0,32,1,0,Yes,F,High School,44,Private,9830,9,SUV,7644,2,No,7,Urban,0,1,Blue
0,0,43,0,0,Yes,M,<High School,25,Private,11750,6,Minivan,4520,1,No,0,Urban,1,1,Blue
0,0,48,0,92972,No,F,Bachelors,26,Private,28830,4,SUV,0,0,No,0,Urban,0,1,White
1,0,54,0,33791,Yes,M,<High School,63,Private,9730,1,Pickup,41917,2,Yes,5,Urban,1,0,White
0,0,49,0,87961,Yes,F,PhD,30,Private,20150,13,SUV,0,0,No,4,Urban,0,0,White
0,0,46,0,0,Yes,M,High School,15,Commercial,32280,4,Panel Truck,0,0,No,2,Rural,0,1,Blue
1,0,41,0,16108,No,F,Bachelors,34,Commercial,25010,6,SUV,39315,1,Yes,0,Urban,0,1,Blue
0,0,50,0,15989,Yes,M,<High School,22,Private,20000,14,Van,0,0,Yes,0,Urban,0,0,White
1,0,43,0,77104,No,F,Masters,33,Private,27330,6,Sports Car,0,0,No,0,Urban,0,1,White
0,0,44,0,100046,Yes,F,<High School,38,Commercial,24300,1,Pickup,0,0,No,1,Rural,0,0,Blue
0,0,51,0,113158,Yes,M,Masters,18,Commercial,30690,1,Panel Truck,3601,4,No,4,Urban,0,0,White
1,0,57,0,100769,No,F,Bachelors,31,Private,11580,6,SUV,6712,1,No,4,Urban,0,1,White
0,0,49,0,122192,No,M,Masters,32,Commercial,33960,1,Panel Truck,0,0,No,0,Urban,0,0,White
0,0,42,0,15307,Yes,M,High School,53,Private,10880,1,Pickup,0,0,No,2,Rural,0,0,White
0,0,50,0,50621,Yes,F,High School,32,Private,15860,10,SUV,0,0,No,3,Urban,0,0,White
1,0,39,1,77889,Yes,F,Bachelors,44,Commercial,9290,6,SUV,0,0,No,0,Urban,0,0,Blue
0,0,53,0,55869,No,M,Masters,10,Private,22920,1,Minivan,0,0,No,0,Urban,0,1,White
1,0,42,0,31093,Yes,F,<High School,9,Private,13550,10,Sports Car,5029,3,No,2,Urban,0,0,White
0,0,47,0,64549,No,M,Bachelors,51,Private,14780,6,Minivan,3457,1,No,3,Urban,0,0,White
0,0,63,0,65962,Yes,F,Masters,12,Private,14400,8,Sports Car,3694,2,No,0,Urban,0,0,White
0,1,45,1,19802,No,M,<High School,42,Private,3480,1,Minivan,0,0,No,1,Rural,1,1,White
1,1,45,1,0,No,F,<High School,38,Private,7920,6,Sports Car,5288,2,No,3,Rural,0,1,Blue
0,0,48,0,90174,No,M,Masters,52,Commercial,28090,3,Panel Truck,4436,2,No,3,Urban,0,1,White
0,0,46,0,98346,Yes,M,Masters,16,Private,17980,4,Van,0,0,No,1,Urban,0,0,White
1,0,41,0,39645,Yes,F,High School,48,Private,20800,14,Sports Car,0,0,No,0,Urban,0,0,White
0,0,46,0,78804,Yes,F,High School,54,Commercial,9380,12,Sports Car,7428,3,No,0,Urban,1,0,Blue
0,0,49,0,57775,Yes,F,High School,35,Private,15680,7,Minivan,0,0,No,0,Urban,0,0,White
0,0,51,0,117742,Yes,M,Masters,23,Private,1500,10,Minivan,0,0,No,0,Urban,0,0,White
0,0,47,0,161627,No,F,PhD,23,Private,11240,1,SUV,0,0,No,1,Urban,0,0,White
0,0,35,1,103802,Yes,F,PhD,30,Private,34270,6,Pickup,0,0,No,0,Urban,0,0,White
0,0,34,1,34135,No,F,High School,40,Private,21670,1,SUV,0,0,No,0,Urban,1,1,White
0,0,45,0,67095,No,M,High School,56,Commercial,19420,1,Van,0,0,No,0,Rural,0,0,Blue
1,1,60,1,151225,Yes,F,PhD,46,Private,10560,6,Sports Car,0,0,No,3,Urban,0,0,White
0,0,48,0,115126,Yes,F,Masters,38,Private,30600,7,SUV,0,0,Yes,0,Urban,0,0,White
1,0,35,1,20986,No,F,High School,37,Commercial,7100,11,Minivan,0,0,No,2,Urban,0,1,Blue
0,0,52,0,138004,No,F,PhD,10,Private,19630,10,Pickup,0,0,No,0,Urban,0,0,White
0,0,45,1,38639,Yes,F,High School,98,Private,9500,1,Minivan,0,0,No,0,Rural,0,0,White
0,0,33,1,52682,No,F,Bachelors,23,Private,10070,4,Minivan,4676,1,No,4,Urban,0,0,White
0,0,49,0,17804,Yes,M,<High School,20,Commercial,33990,4,Panel Truck,0,0,No,0,Rural,0,0,White
0,0,56,0,178807,Yes,F,Bachelors,53,Private,33140,1,Van,2925,2,No,0,Urban,0,0,White
0,0,50,0,76515,Yes,F,Masters,25,Private,31330,15,Minivan,0,0,No,0,Urban,0,1,White
0,0,53,0,168489,Yes,M,PhD,32,Commercial,29020,4,Panel Truck,0,0,No,0,Urban,0,0,White
0,0,34,1,6362,No,F,<High School,36,Private,18830,1,SUV,0,0,No,1,Rural,1,1,White
0,0,41,1,0,No,F,<High School,50,Private,6200,13,Sports Car,0,0,No,0,Rural,0,1,Blue
0,0,52,0,174389,Yes,M,PhD,28,Commercial,26740,7,Panel Truck,3432,3,No,0,Urban,0,0,White
0,0,36,1,19217,Yes,F,<High School,25,Private,8220,1,Sports Car,7194,2,No,5,Rural,0,0,White
1,0,60,1,3005,No,F,High School,5,Private,11640,17,SUV,0,0,Yes,0,Urban,1,0,Blue
0,0,60,0,19796,No,F,Bachelors,19,Private,21560,13,Pickup,3437,2,No,5,Urban,1,0,White
1,0,30,1,0,No,M,Bachelors,46,Commercial,4500,4,Pickup,0,0,Yes,1,Urban,0,1,Blue
0,0,43,0,80746,No,M,Bachelors,11,Private,16760,8,Minivan,0,0,No,1,Urban,1,1,White
1,0,50,0,68194,No,F,Bachelors,69,Commercial,13920,4,SUV,3800,2,No,2,Urban,0,1,Blue
1,1,37,1,91450,Yes,M,Bachelors,47,Private,10650,1,Pickup,27439,2,Yes,3,Urban,1,0,White
0,0,61,0,145194,No,M,Bachelors,12,Private,10960,13,Sports Car,0,0,No,3,Urban,0,0,White
0,1,43,1,17417,Yes,F,Bachelors,16,Commercial,10900,13,SUV,0,0,Yes,2,Urban,0,1,Blue
0,0,33,1,16502,No,F,<High School,31,Private,1500,6,SUV,24512,2,No,2,Rural,0,1,White
1,0,52,0,56582,No,F,<High School,47,Private,21460,13,SUV,1606,2,No,1,Urban,0,1,White
0,0,41,1,36445,Yes,M,High School,23,Private,9200,6,Minivan,8518,3,No,1,Urban,1,0,White
1,1,41,1,63989,Yes,F,Bachelors,41,Private,5600,1,SUV,37404,2,No,0,Urban,0,0,White
0,0,24,0,57504,Yes,M,Bachelors,22,Private,17720,4,Van,0,0,Yes,1,Urban,0,0,White
0,0,40,1,13719,No,F,<High School,32,Private,21320,10,SUV,0,0,No,1,Rural,0,1,White
1,1,37,1,141969,No,F,PhD,50,Private,19400,3,SUV,0,0,No,3,Urban,0,1,White
0,0,42,0,14006,Yes,F,High School,23,Private,7760,13,Minivan,0,0,No,0,Urban,0,0,Blue
0,0,48,0,34351,No,F,High School,29,Commercial,18090,1,Minivan,0,0,No,1,Urban,0,1,Blue
0,0,39,1,0,Yes,F,Bachelors,75,Private,11290,12,Minivan,0,0,No,2,Urban,0,1,Blue
0,0,61,0,115440,No,M,Masters,11,Private,41250,4,Van,5650,2,No,3,Urban,0,1,White
0,0,48,0,180128,Yes,M,PhD,16,Commercial,32110,1,Panel Truck,0,0,No,0,Urban,0,0,White
0,0,39,0,55246,No,M,Masters,9,Private,1500,1,Minivan,9011,1,No,7,Urban,0,0,White
1,0,51,0,175219,Yes,F,Masters,22,Private,6600,8,SUV,0,0,No,0,Urban,0,0,White
1,0,36,1,51969,Yes,M,Bachelors,55,Private,1500,16,Minivan,3488,4,No,0,Urban,0,0,White
1,0,59,0,0,Yes,F,High School,34,Commercial,11600,6,Minivan,0,0,No,0,Urban,1,1,Blue
0,0,49,0,105594,Yes,F,PhD,17,Private,12920,13,SUV,0,0,No,3,Urban,1,0,White
0,0,39,0,74548,No,F,Bachelors,33,Private,18100,1,SUV,25130,2,No,2,Urban,0,1,White
1,0,53,1,31205,Yes,F,High School,27,Private,12080,1,Sports Car,0,0,No,0,Urban,0,0,White
0,0,48,0,42156,No,M,<High School,50,Private,11680,1,Minivan,0,0,No,0,Rural,0,1,White
1,0,36,0,0,No,F,<High School,35,Commercial,13440,10,Pickup,5093,2,No,8,Urban,1,1,Blue
1,0,46,0,68126,Yes,F,Bachelors,52,Private,12910,1,SUV,0,0,Yes,3,Urban,0,0,White
0,0,29,1,0,Yes,F,<High School,44,Private,26670,9,Sports Car,0,0,No,4,Rural,1,0,Blue
0,0,40,1,0,Yes,F,<High School,30,Private,7890,3,SUV,0,0,No,0,Urban,1,1,Blue
1,0,26,1,0,Yes,F,Bachelors,42,Private,4100,1,SUV,2621,2,No,6,Urban,0,0,Blue
0,1,55,1,127075,No,M,PhD,41,Private,19450,1,Minivan,7744,2,No,4,Urban,0,1,White
0,0,44,1,27069,Yes,F,High School,80,Private,24910,6,Pickup,0,0,No,0,Urban,1,0,White
0,1,36,1,8615,Yes,F,High School,41,Private,20150,1,Minivan,0,0,No,0,Rural,0,0,Blue
0,0,54,0,57971,Yes,M,Masters,24,Commercial,7880,7,Pickup,5203,1,No,4,Urban,0,1,White
0,0,41,1,126363,Yes,M,PhD,27,Private,18240,13,Van,0,0,No,0,Urban,0,0,White
0,0,45,0,78432,Yes,F,Bachelors,25,Private,9590,4,SUV,0,0,No,0,Urban,1,0,White
0,0,51,0,74501,Yes,F,Bachelors,46,Private,26020,13,Sports Car,9845,2,No,4,Urban,1,0,White
0,1,43,1,6162,Yes,F,High School,32,Private,14350,1,Minivan,13752,3,No,5,Urban,0,0,Blue
0,0,44,0,0,Yes,F,High School,77,Private,9770,13,SUV,0,0,No,0,Rural,0,1,Blue
0,0,28,1,97231,Yes,F,Bachelors,56,Commercial,22200,4,SUV,0,0,No,3,Rural,0,0,Blue
0,0,61,0,61472,Yes,F,Masters,46,Private,17410,1,Sports Car,0,0,Yes,5,Urban,0,0,White
0,1,41,1,90991,Yes,M,Bachelors,43,Private,5600,7,Pickup,1421,2,No,4,Urban,1,0,White
0,0,42,0,69780,Yes,F,Masters,32,Private,22350,6,SUV,5346,2,No,3,Urban,0,0,White
1,0,39,1,22626,Yes,F,<High School,46,Commercial,19950,1,Pickup,6937,1,No,7,Urban,0,0,Blue
1,1,43,1,199866,No,M,Masters,33,Commercial,25510,6,Panel Truck,0,0,No,1,Urban,0,1,White
0,0,34,1,51497,Yes,F,Bachelors,51,Private,15230,7,SUV,0,0,No,0,Rural,0,0,White
0,0,41,0,103461,Yes,M,Masters,35,Private,15950,6,Minivan,3443,2,No,3,Urban,0,0,White
0,0,53,0,64915,Yes,M,Bachelors,41,Private,21920,1,Van,0,0,No,0,Urban,0,0,White
0,0,32,1,8824,Yes,F,<High School,60,Private,9280,1,SUV,4409,2,No,1,Urban,0,0,White
0,0,51,0,91605,Yes,M,PhD,58,Private,15910,1,Minivan,2645,2,No,3,Urban,0,0,White
0,0,54,0,177842,No,F,Masters,50,Private,7000,10,Sports Car,47939,3,No,1,Urban,0,1,White
0,0,46,0,23571,Yes,M,High School,45,Commercial,11890,4,Pickup,0,0,No,0,Rural,1,0,White
0,0,44,0,5069,No,F,<High School,37,Private,8060,7,SUV,1022,1,No,1,Urban,1,1,Blue
0,0,48,0,20792,Yes,F,Bachelors,49,Private,13930,3,SUV,0,0,No,0,Rural,0,0,Blue
0,0,52,0,104067,Yes,F,PhD,33,Private,35760,6,SUV,0,0,No,0,Urban,0,0,White
1,1,34,1,58991,Yes,M,High School,61,Commercial,5490,13,Pickup,1423,1,No,0,Urban,0,0,Blue
0,0,53,0,0,No,F,Masters,7,Private,20530,7,Minivan,0,0,No,3,Urban,0,1,Blue
0,0,39,0,0,Yes,F,High School,35,Private,9460,8,SUV,0,0,Yes,0,Urban,1,1,Blue
1,0,35,1,47797,No,F,Bachelors,23,Private,1500,6,SUV,41303,2,Yes,4,Urban,0,1,White
1,0,43,0,49021,No,M,High School,49,Commercial,10700,1,Pickup,0,0,Yes,2,Urban,1,0,White
0,0,50,0,125583,Yes,M,Masters,41,Commercial,20730,1,Van,1358,1,No,5,Urban,0,1,White
0,0,38,0,46947,Yes,F,Bachelors,13,Private,13990,1,SUV,0,0,No,0,Rural,0,0,Blue
0,0,39,1,24790,No,F,High School,29,Private,8310,7,SUV,0,0,No,0,Rural,1,1,White
0,0,46,0,72474,No,F,Masters,17,Private,18220,6,SUV,0,0,No,0,Urban,0,1,White
0,0,43,0,106059,Yes,F,High School,44,Private,5800,13,SUV,0,0,No,4,Urban,1,0,White
0,0,47,0,33340,No,M,<High School,18,Private,9570,1,Minivan,0,0,No,2,Urban,0,0,White
0,0,52,0,30776,Yes,M,<High School,25,Commercial,25530,10,Panel Truck,1086,2,No,0,Urban,0,0,White
1,1,53,1,12824,No,F,High School,48,Commercial,16720,6,SUV,9851,3,No,8,Urban,0,1,Blue
0,1,39,1,78477,Yes,F,Masters,26,Private,10170,3,SUV,3927,1,No,1,Urban,0,1,White
0,0,50,0,5386,Yes,F,Bachelors,68,Private,7040,1,Sports Car,2996,2,No,4,Urban,0,1,Blue
0,0,51,0,89582,No,M,Masters,37,Private,22020,9,Minivan,0,0,Yes,0,Urban,0,0,White
1,0,54,0,0,No,M,Bachelors,26,Commercial,11020,1,Pickup,0,0,Yes,1,Urban,0,0,Blue
0,1,39,1,6843,No,F,High School,9,Commercial,7050,4,SUV,0,0,No,1,Rural,0,1,Blue
1,0,36,0,33447,No,M,<High School,42,Private,22070,7,Van,0,0,No,0,Urban,1,1,White
1,0,54,0,27354,No,F,Bachelors,19,Commercial,9640,1,SUV,0,0,No,2,Urban,0,1,Blue
0,0,41,0,70426,Yes,F,High School,38,Private,22860,6,Minivan,0,0,No,0,Urban,0,0,White
0,0,42,0,61849,Yes,F,Bachelors,57,Private,18690,1,SUV,1698,2,No,0,Urban,0,0,White
0,1,42,1,0,No,F,Bachelors,35,Commercial,18020,7,Minivan,0,0,No,1,Rural,0,1,Blue
0,1,39,1,50891,Yes,F,High School,32,Private,10490,1,SUV,0,0,No,5,Rural,0,0,White
1,0,57,0,81767,Yes,F,High School,30,Commercial,19820,1,SUV,0,0,No,0,Urban,0,0,Blue
1,0,47,0,19779,No,M,<High School,50,Commercial,25250,4,Panel Truck,0,0,No,2,Rural,1,0,Blue
0,0,51,0,0,Yes,F,High School,56,Commercial,19640,1,Pickup,6187,1,No,2,Urban,1,0,Blue
0,0,42,0,116863,Yes,M,Masters,45,Commercial,17390,1,Van,0,0,No,3,Urban,0,0,White
0,0,49,0,176866,No,M,Masters,69,Commercial,6400,3,Pickup,0,0,Yes,0,Urban,0,1,White
0,0,49,0,21918,Yes,F,Masters,18,Private,25530,6,Minivan,0,0,No,0,Urban,0,0,White
0,0,32,1,126678,Yes,M,Bachelors,60,Private,20480,4,Van,0,0,No,4,Rural,0,0,Blue
1,0,47,0,33740,Yes,M,<High School,44,Private,5430,3,Pickup,0,0,No,0,Urban,1,0,Blue
0,0,37,0,62409,No,F,High School,55,Commercial,11440,10,SUV,0,0,Yes,1,Rural,1,0,Blue
0,0,51,0,28979,Yes,M,PhD,45,Commercial,22570,1,Panel Truck,0,0,No,3,Urban,0,0,White
0,0,35,1,77486,No,M,Bachelors,28,Private,13690,1,Minivan,0,0,No,0,Urban,1,0,White
0,0,53,0,93908,No,M,High School,41,Private,16190,1,Minivan,0,0,No,2,Rural,0,1,White
0,0,39,0,0,Yes,F,<High School,79,Private,5600,1,Sports Car,4697,1,No,0,Urban,1,1,Blue
0,0,52,0,168168,No,M,Masters,22,Private,6700,10,Minivan,0,0,No,0,Urban,0,1,White
1,0,36,0,60847,No,F,Bachelors,31,Private,8560,4,SUV,6295,3,No,5,Urban,0,0,Blue
1,0,39,0,57744,Yes,F,High School,45,Commercial,11170,1,SUV,0,0,No,3,Urban,0,0,Blue
1,0,52,0,5,No,M,Bachelors,38,Commercial,6700,1,Pickup,4824,3,No,0,Urban,0,1,Blue
0,0,53,0,62280,No,M,Masters,52,Commercial,30810,6,Panel Truck,4390,2,No,0,Urban,0,1,White
0,1,37,1,0,No,F,Bachelors,41,Private,20860,1,SUV,9237,3,No,2,Rural,0,1,Blue
1,1,57,1,79053,Yes,F,Masters,57,Private,15110,7,Sports Car,3795,3,No,6,Urban,0,1,White
1,0,39,0,102052,No,M,PhD,21,Private,7020,6,Pickup,0,0,No,1,Urban,0,0,White
0,0,35,0,64890,No,F,Bachelors,27,Private,12760,1,SUV,0,0,No,0,Urban,0,1,White
1,0,51,0,146881,Yes,M,PhD,70,Commercial,19920,1,Van,0,0,No,0,Urban,0,0,White
0,1,44,1,69264,Yes,M,High School,35,Commercial,16510,4,Minivan,0,0,No,0,Rural,0,0,Blue
0,0,34,1,0,Yes,F,<High School,42,Private,11990,7,SUV,0,0,No,0,Urban,0,1,Blue
1,0,51,0,57410,Yes,F,Bachelors,34,Private,12340,13,SUV,33089,3,No,3,Urban,0,0,White
0,0,34,1,6363,No,F,High School,23,Commercial,7850,6,Sports Car,53477,2,Yes,2,Urban,1,1,Blue
0,0,43,1,41229,Yes,F,High School,43,Private,9920,4,SUV,5303,2,No,3,Urban,0,1,Blue
1,0,41,0,53293,No,F,High School,46,Commercial,6830,6,SUV,0,0,No,0,Urban,1,1,Blue
0,0,42,0,94090,Yes,M,Masters,29,Commercial,18340,1,Van,39973,2,Yes,3,Urban,0,1,White
0,0,38,1,15216,No,M,Bachelors,10,Commercial,8650,1,Pickup,0,0,No,0,Rural,0,0,Blue
0,0,34,1,121279,Yes,F,Bachelors,35,Private,10960,1,SUV,0,0,Yes,4,Urban,0,0,Blue
0,0,49,0,76160,Yes,M,Bachelors,43,Private,16940,6,Van,3170,3,No,3,Urban,0,0,White
1,0,26,1,989,Yes,F,<High School,24,Private,4200,10,SUV,25081,2,Yes,3,Urban,1,1,Blue
1,0,42,0,7804,No,F,High School,25,Private,6480,1,SUV,4400,1,No,2,Urban,0,1,Blue
0,0,44,0,65426,Yes,M,Bachelors,44,Commercial,6040,6,Pickup,0,0,No,1,Urban,0,0,White
0,0,55,0,174526,No,M,PhD,26,Commercial,24450,3,Panel Truck,4478,4,No,3,Urban,0,0,White
0,0,30,1,55307,Yes,M,Masters,22,Private,12360,1,Minivan,5278,1,No,0,Urban,0,0,White
0,0,36,1,45484,Yes,F,<High School,23,Private,9650,6,SUV,4448,2,No,6,Urban,1,0,Blue
0,0,49,0,23111,Yes,F,<High School,39,Private,12260,3,SUV,0,0,No,0,Urban,0,0,White
0,0,50,0,120424,Yes,M,Bachelors,37,Commercial,33030,6,Panel Truck,0,0,No,0,Rural,0,0,White
0,0,58,0,89403,Yes,M,Bachelors,23,Commercial,22990,10,Panel Truck,0,0,Yes,2,Urban,0,0,Blue
0,0,56,0,4200,Yes,F,Bachelors,35,Private,37380,1,Minivan,0,0,No,0,Urban,0,0,Blue
0,0,37,1,14818,No,M,<High School,34,Commercial,16710,4,Van,0,0,Yes,0,Rural,1,0,White
1,1,41,1,0,No,F,Masters,53,Private,1500,6,Sports Car,1433,2,No,5,Urban,0,1,Blue
0,0,45,0,43998,Yes,F,Masters,16,Private,25500,4,Minivan,0,0,No,0,Urban,0,0,White
0,0,53,0,39095,Yes,M,High School,11,Private,10710,6,Pickup,0,0,No,0,Urban,0,0,White
0,0,51,0,54236,Yes,M,Bachelors,40,Commercial,6600,1,Pickup,0,0,No,0,Rural,0,0,Blue
0,0,33,1,0,Yes,F,Bachelors,45,Private,9930,4,Sports Car,0,0,No,3,Rural,0,1,Blue
0,0,43,1,72637,No,F,Masters,46,Commercial,24050,1,Panel Truck,0,0,No,0,Urban,0,1,White
0,0,47,0,128481,No,M,Bachelors,40,Private,14350,1,Minivan,0,0,No,2,Urban,0,1,White
0,0,43,0,93239,Yes,F,Masters,36,Private,5800,1,Sports Car,0,0,No,0,Rural,0,0,White
1,1,38,1,0,Yes,M,High School,22,Commercial,5300,4,Pickup,0,0,No,8,Urban,1,1,Blue
0,0,36,0,166406,No,F,Masters,37,Commercial,25020,6,Pickup,0,0,No,1,Urban,0,0,White
1,0,31,0,11425,No,F,<High School,40,Private,4780,3,SUV,2168,2,No,2,Urban,0,1,White
0,0,47,0,108031,Yes,M,Masters,13,Commercial,21460,3,Van,0,0,No,0,Urban,0,0,White
0,0,36,1,50118,Yes,M,High School,69,Commercial,30370,17,Panel Truck,5872,2,No,3,Urban,1,0,White
0,0,38,0,90075,No,F,Masters,40,Private,30110,1,Minivan,0,0,No,2,Urban,0,0,White
0,0,41,0,185205,No,M,Bachelors,47,Commercial,5600,12,Pickup,0,0,No,0,Rural,0,0,Blue
0,0,53,0,46817,Yes,M,Masters,21,Private,6800,1,Pickup,0,0,No,0,Urban,0,0,White
1,0,46,0,42621,No,F,High School,45,Private,10360,4,SUV,7333,1,Yes,0,Urban,1,1,White
0,0,55,0,105178,Yes,F,PhD,25,Private,12020,4,Minivan,0,0,No,0,Urban,0,0,White
0,0,63,0,31269,Yes,M,High School,42,Private,10930,7,Sports Car,0,0,No,4,Rural,1,0,White
1,1,40,1,147647,No,M,PhD,12,Commercial,28870,3,Panel Truck,1449,2,No,3,Urban,0,0,White
0,0,35,0,60855,No,M,Bachelors,52,Commercial,23480,9,Panel Truck,0,0,No,0,Rural,1,1,Blue
0,0,55,0,130162,No,F,Bachelors,17,Commercial,29990,1,Panel Truck,0,0,No,2,Rural,0,0,Blue
0,1,38,1,10287,No,M,<High School,11,Commercial,19320,7,Van,0,0,No,0,Rural,1,1,Blue
0,0,60,0,100328,Yes,F,Masters,20,Private,22300,10,SUV,0,0,No,1,Urban,0,0,White
0,0,48,0,105103,Yes,F,Masters,34,Private,6300,10,Sports Car,0,0,No,0,Urban,0,0,White
0,1,58,1,66762,Yes,M,PhD,21,Commercial,28600,4,Panel Truck,4007,1,No,6,Urban,0,0,White
0,1,40,1,48623,Yes,F,<High School,21,Private,25620,10,Sports Car,0,0,No,2,Rural,1,0,Blue
0,0,47,0,120150,Yes,M,Masters,20,Commercial,20800,14,Van,0,0,No,1,Urban,0,0,White
0,0,42,0,57095,No,F,High School,25,Commercial,20720,4,SUV,46442,1,Yes,5,Rural,0,1,Blue
0,0,48,0,36098,No,M,High School,24,Private,9910,1,Pickup,8258,2,No,0,Urban,0,1,White
